Date & Time,use [kW],gen [kW],LivingRoomOutlets [kW],Barn [kW],Well [kW],Microwave [kW],WasherDrier [kW],Solar [kW]
2014-01-01 23:00:00,0.0,0.004612222,0.001355,0.033648333,1.6667e-05,0.003298889,0.000231667,0.004612222
2014-01-01 23:30:00,0.0,0.004575556,0.001344444,0.03353,2.5e-05,0.00326,0.000153333,0.004575556
2014-01-02 00:00:00,0.0,0.004595556,0.001369444,0.033451667,7.222e-06,0.003191111,6.2778e-05,0.004595556
2014-01-02 00:30:00,0.0,0.004563889,0.001362778,0.033583333,1.8889e-05,0.003267778,0.000163889,0.004563889
2014-01-02 01:00:00,0.0,0.004548889,0.001332222,0.033504444,2e-05,0.003256667,0.000162778,0.004548889
2014-01-02 01:30:00,0.0,0.004561667,0.001367222,0.033589444,2.2222e-05,0.003271111,0.000149444,0.004561667
2014-01-02 02:00:00,0.0,0.00458,0.001361667,0.033543889,1.4444e-05,0.003238333,9.5e-05,0.00458
2014-01-02 02:30:00,0.0,0.004558889,0.001357778,0.033481667,1.6111e-05,0.003233333,0.000101111,0.004558889
2014-01-02 03:00:00,0.0,0.004571111,0.001367222,0.033660556,2.0556e-05,0.003280556,0.000161111,0.004571111
2014-01-02 03:30:00,0.0,0.004544444,0.001341667,0.033516111,2.1667e-05,0.003261667,0.000130556,0.004544444
2014-01-02 04:00:00,0.0,0.004517222,0.001372778,0.033333889,2.5556e-05,0.003229444,0.000115,0.004517222
2014-01-02 04:30:00,0.0,0.004532778,0.001330556,0.033194444,9.444e-06,0.003151111,2.0556e-05,0.004532778
2014-01-02 05:00:00,0.0,0.004481667,0.001386667,0.078568333,4.6667e-05,0.003171111,0.000304444,0.004481667
2014-01-02 05:30:00,0.0,0.004497222,0.001329444,0.03305,2.1111e-05,0.003180556,9.3889e-05,0.004497222
2014-01-02 06:00:00,0.0,0.004512222,0.001476667,0.123531667,0.000112222,0.003167222,0.000514444,0.004512222
2014-01-02 06:30:00,0.0,0.004532222,0.001297222,0.033339444,2.6111e-05,0.003205556,0.000142222,0.004532222
2014-01-02 07:00:00,0.0,0.004500556,0.22603,0.03251,0.070866111,0.003117222,0.000737778,0.004500556
2014-01-02 07:30:00,0.0,0.004513889,0.207243333,0.032358889,0.098172222,0.003262778,0.000280556,0.004513889
2014-01-02 08:00:00,0.0,0.00437,0.307415556,0.032084444,0.079000556,0.06658,1.111e-06,0.00437
2014-01-02 08:30:00,0.0,0.004459444,0.308368333,0.031462222,1.2222e-05,0.003307778,0.000636111,0.004459444
2014-01-02 09:00:00,0.0,0.004464444,0.217702222,0.031636667,0.080745556,0.003248333,0.000273889,0.004464444
2014-01-02 09:30:00,0.0,0.004503889,0.001107778,0.144092222,0.000106111,0.003409444,0.000737778,0.004503889
2014-01-02 10:00:00,0.0,0.004509444,0.000858333,0.283436667,0.000247222,0.003491111,0.000603333,0.004509444
2014-01-02 10:30:00,0.0,0.004597778,0.000594444,0.748966667,0.000296111,0.003521667,0.000382778,0.004597778
2014-01-02 11:00:00,0.0,0.00457,0.000735,0.691695,0.000234444,0.003524444,0.000772778,0.00457
2014-01-02 11:30:00,0.0,0.004647778,0.000341667,0.6075,0.000452778,0.003626667,0.000165,0.004647778
2014-01-02 12:00:00,0.0,0.004429444,0.00071,0.494121111,0.070045556,0.091567222,2.4444e-05,0.004429444
2014-01-02 12:30:00,0.0,0.004471111,0.000482222,0.54885,0.000360556,0.111311111,9.9444e-05,0.004471111
2014-01-02 13:00:00,0.0,0.004467222,0.000498333,0.580904444,0.085933889,0.111656667,0.000261111,0.004467222
2014-01-02 13:30:00,0.0,0.004432222,0.001305,0.109882778,0.072115556,0.058449444,0.000232778,0.004432222
2014-01-02 14:00:00,0.0,0.004562222,0.001247222,0.026011667,9.444e-06,0.003216111,0.000175,0.004562222
2014-01-02 14:30:00,0.0,0.004522222,0.001020556,0.026153333,5.556e-06,0.003231667,0.000296667,0.004522222
2014-01-02 15:00:00,0.0,0.004531111,0.000421111,0.357178889,0.08027,0.003462222,0.000147222,0.004531111
2014-01-02 15:30:00,0.0,0.004561667,0.000423333,0.460394444,0.083267778,0.003513333,0.004528333,0.004561667
2014-01-02 16:00:00,0.0,0.004486111,0.026833333,0.468063333,0.090413889,0.003525,0.011487778,0.004486111
2014-01-02 16:30:00,0.0,0.004002222,0.308377778,0.427214444,0.069656667,0.003846667,0.011366111,0.004002222
2014-01-02 17:00:00,0.0,0.003956667,0.303137778,0.556168889,1.667e-06,0.003905,0.002603333,0.003956667
2014-01-02 17:30:00,0.0,0.003931111,0.301416667,0.478509444,0.000109444,0.003855556,0.037818889,0.003931111
2014-01-02 18:00:00,0.0,0.003966111,0.301333889,0.527686111,0.000211111,0.003975,0.003933889,0.003966111
2014-01-02 18:30:00,0.0,0.004070556,0.302862222,0.579046111,0.000180556,0.003935556,0.001753333,0.004070556
2014-01-02 19:00:00,0.0,0.004118889,0.077725,0.506054444,0.000144444,0.003741667,0.040991111,0.004118889
2014-01-02 19:30:00,0.0,0.004002222,0.000877222,0.303876111,7.3889e-05,0.030121667,0.057630556,0.004002222
2014-01-02 20:00:00,0.0,0.004042778,0.000915556,0.027393333,0.074128889,0.003628333,0.034683333,0.004042778
2014-01-02 20:30:00,0.0,0.004354444,0.013202778,0.026431667,6.111e-06,0.029368333,0.000528333,0.004354444
2014-01-02 21:00:00,0.0,0.004552222,0.001088889,0.071299444,3.4444e-05,0.003136667,0.00022,0.004552222
2014-01-02 21:30:00,0.0,0.004579444,0.001062222,0.048526111,0.074541111,0.003107222,3.5e-05,0.004579444
2014-01-02 22:00:00,0.0,0.004272778,0.004225556,0.249651111,0.000106667,0.044085,0.001243333,0.004272778
2014-01-02 22:30:00,0.0,0.004408333,0.003737778,0.026825556,3.889e-06,0.003309444,0.000552778,0.004408333
2014-01-02 23:00:00,0.0,0.004540556,0.001510556,0.026848333,7.778e-06,0.003197778,0.000195,0.004540556
2014-01-02 23:30:00,0.0,0.004560556,0.001454444,0.02697,7.778e-06,0.003217778,0.000221111,0.004560556
2014-01-03 00:00:00,0.0,0.004568889,0.001422778,0.026928889,7.222e-06,0.003166667,0.000141111,0.004568889
2014-01-03 00:30:00,0.0,0.004520556,0.001400556,0.026971111,1.7222e-05,0.003218333,0.000178889,0.004520556
2014-01-03 01:00:00,0.0,0.004523333,0.001422222,0.027077222,9.444e-06,0.003239444,0.00022,0.004523333
2014-01-03 01:30:00,0.0,0.004504444,0.00159,0.119871667,0.000121111,0.003223333,0.000604444,0.004504444
2014-01-03 02:00:00,0.0,0.004512222,0.001443889,0.027128333,1e-05,0.003240556,0.000222222,0.004512222
2014-01-03 02:30:00,0.0,0.004541111,0.001387778,0.027020556,5.556e-06,0.003182222,0.000121667,0.004541111
2014-01-03 03:00:00,0.0,0.004518333,0.001484444,0.027152222,1.8333e-05,0.003248333,0.00019,0.004518333
2014-01-03 03:30:00,0.0,0.004511111,0.001397222,0.027108333,1.5e-05,0.003240556,0.000200556,0.004511111
2014-01-03 04:00:00,0.0,0.004520556,0.001422222,0.027119444,1e-05,0.003242778,0.000205556,0.004520556
2014-01-03 04:30:00,0.0,0.004515,0.001553889,0.027079444,1.2778e-05,0.003232778,0.000184444,0.004515
2014-01-03 05:00:00,0.0,0.004489444,0.001468333,0.071704444,4.5556e-05,0.003197778,0.000356667,0.004489444
2014-01-03 05:30:00,0.0,0.004505556,0.001448333,0.048545,3.2778e-05,0.003122778,0.000142778,0.004505556
2014-01-03 06:00:00,0.0,0.00445,0.001503889,0.067321111,5.1667e-05,0.003148889,0.000336111,0.00445
2014-01-03 06:30:00,0.0,0.004458889,0.110228889,0.026467222,0.074755,0.003167778,0.000217778,0.004458889
2014-01-03 07:00:00,0.0,0.004483889,0.308046111,0.025931667,6.667e-06,0.003162222,0.001152222,0.004483889
2014-01-03 07:30:00,0.0,0.004417222,0.305431111,0.056683333,0.163991667,0.039708889,0.000341111,0.004417222
2014-01-03 08:00:00,0.0,0.00442,0.306915,0.025163889,0.072301111,0.03009,0.000410556,0.00442
2014-01-03 08:30:00,0.0,0.004450556,0.147068333,0.025948333,0.077383333,0.003415,0.000485556,0.004450556
2014-01-03 09:00:00,0.0,0.004438889,0.001096667,0.061126111,0.119677222,0.003373333,0.000696667,0.004438889
2014-01-03 09:30:00,0.0,0.004526667,0.000350556,0.422115,0.064162222,0.003583889,0.000342222,0.004526667
2014-01-03 10:00:00,0.0,0.004591111,0.00026,0.486706667,0.000352222,0.003617778,0.000288889,0.004591111
2014-01-03 10:30:00,0.0,0.004537778,0.000390556,0.3796,0.000305,0.00346,7.1667e-05,0.004537778
2014-01-03 11:00:00,0.0,0.327704444,0.000388333,0.366611111,0.069427222,0.003383889,2.222e-06,0.327704444
2014-01-03 11:30:00,0.0,0.414977222,0.000387778,0.363663333,0.000365,0.003471111,0.000145,0.414977222
2014-01-03 12:00:00,0.0,0.470444444,0.000581111,0.418587778,0.000267222,0.003482222,0.000808333,0.470444444
2014-01-03 12:30:00,0.0,0.419406667,0.000221111,0.651529444,0.000143889,0.456612778,0.000360556,0.419406667
2014-01-03 13:00:00,0.0,0.416537222,0.000841667,0.072261667,2.7778e-05,0.209623333,0.000212222,0.416537222
2014-01-03 13:30:00,0.0,0.356850556,0.001005556,0.050562222,0.092514444,0.003207778,0.000420556,0.356850556
2014-01-03 14:00:00,0.0,0.269749444,0.000807222,0.216974444,0.000115,0.003324444,0.000448333,0.269749444
2014-01-03 14:30:00,0.0,0.170401667,0.000722778,0.280295,0.000145,0.003413889,0.000447778,0.170401667
2014-01-03 15:00:00,0.0,0.102592222,0.000536667,0.26833,0.000218889,0.003436111,0.000115556,0.102592222
2014-01-03 15:30:00,0.0,0.042461111,0.000293889,0.432660556,0.000337778,0.003460556,0.000298889,0.042461111
2014-01-03 16:00:00,0.0,0.004645556,0.0006,0.225225,0.000162778,0.003308333,2.7222e-05,0.004645556
2014-01-03 16:30:00,0.0,0.004183889,0.000268333,0.422224444,0.000198333,0.112221667,0.00072,0.004183889
2014-01-03 17:00:00,0.0,0.003943889,2.5556e-05,0.490053333,0.000222222,0.003964444,0.003361667,0.003943889
2014-01-03 17:30:00,0.0,0.004048889,0.000248333,0.711941667,0.000249444,0.003978333,0.002822778,0.004048889
2014-01-03 18:00:00,0.0,0.003880556,0.000380556,0.767716111,0.00027,0.108802778,0.002613889,0.003880556
2014-01-03 18:30:00,0.0,0.003807778,6.5e-05,0.482427222,0.000182222,0.115985,0.00251,0.003807778
2014-01-03 19:00:00,0.0,0.004013333,4.5e-05,0.42596,0.000213333,0.003890556,0.003075,0.004013333
2014-01-03 19:30:00,0.0,0.003993889,6.6667e-05,0.420038333,0.000195,0.003951667,0.003311667,0.003993889
2014-01-03 20:00:00,0.0,0.003973889,0.000826667,0.154080556,0.079227222,0.163702778,0.001436111,0.003973889
2014-01-03 20:30:00,0.0,0.004493889,0.001159444,0.026727222,1.9444e-05,0.003220556,0.000525556,0.004493889
2014-01-03 21:00:00,0.0,0.004524444,0.001114444,0.026875556,0.081344444,0.003227222,0.000265,0.004524444
2014-01-03 21:30:00,0.0,0.004489444,0.00098,0.026545556,1.9444e-05,0.003212222,0.000143889,0.004489444
2014-01-03 22:00:00,0.0,0.004490556,0.000994444,0.027017222,8.889e-06,0.003270556,0.000290556,0.004490556
2014-01-03 22:30:00,0.0,0.004408333,0.000982222,0.048472222,6.5e-05,0.044321667,0.000358333,0.004408333
2014-01-03 23:00:00,0.0,0.004356667,0.000814444,0.027029444,4.3333e-05,0.003492222,0.00117,0.004356667
2014-01-03 23:30:00,0.0,0.004582778,0.003189444,0.04587,1.2778e-05,0.003295556,0.000316667,0.004582778
2014-01-04 00:00:00,0.0,0.004587778,0.007342778,0.241577778,3.9444e-05,0.003281111,0.000654444,0.004587778
2014-01-04 00:30:00,0.0,0.004595556,0.003913889,0.027182222,1.1111e-05,0.003263333,0.000223889,0.004595556
2014-01-04 01:00:00,0.0,0.004598889,0.001561667,0.027226111,1.3333e-05,0.003265556,0.000217222,0.004598889
2014-01-04 01:30:00,0.0,0.004597222,0.001612222,0.027223333,1.5e-05,0.003267222,0.000216111,0.004597222
2014-01-04 02:00:00,0.0,0.004593889,0.001513889,0.027211111,1e-05,0.003271111,0.000226667,0.004593889
2014-01-04 02:30:00,0.0,0.004617222,0.001411667,0.027195556,2.222e-06,0.003215556,0.000148333,0.004617222
2014-01-04 03:00:00,0.0,0.004597778,0.001457778,0.027242778,1.5556e-05,0.003276111,0.000212778,0.004597778
2014-01-04 03:30:00,0.0,0.004575,0.001481111,0.027097222,1.1111e-05,0.003262222,0.000211667,0.004575
2014-01-04 04:00:00,0.0,0.004588333,0.001478889,0.027233333,1.1667e-05,0.003273333,0.000222778,0.004588333
2014-01-04 04:30:00,0.0,0.004573889,0.001426111,0.027166667,1.7222e-05,0.003260556,0.000201111,0.004573889
2014-01-04 05:00:00,0.0,0.004568333,0.001497222,0.049292778,2.1667e-05,0.003252778,0.000304444,0.004568333
2014-01-04 05:30:00,0.0,0.004568889,0.001508333,0.027157778,1.0556e-05,0.003259444,0.000220556,0.004568889
2014-01-04 06:00:00,0.0,0.004547778,0.001496667,0.049130556,1.7222e-05,0.00323,0.000293889,0.004547778
2014-01-04 06:30:00,0.0,0.004558333,0.001425556,0.027001667,5.556e-06,0.003209444,0.000166111,0.004558333
2014-01-04 07:00:00,0.0,0.004057222,0.001481667,0.026937778,3.889e-06,0.003225,0.000158889,0.004057222
2014-01-04 07:30:00,0.0,0.008596667,0.186407222,0.025681667,7.222e-06,0.003271111,2.7222e-05,0.008596667
2014-01-04 08:00:00,0.0,0.015556667,0.306143889,0.025127222,0.082397222,0.051491667,3.4444e-05,0.015556667
2014-01-04 08:30:00,0.0,0.037858889,0.008255,0.025793333,0.075341111,0.003300556,0.000518333,0.037858889
2014-01-04 09:00:00,0.0,0.189521111,0.001415,0.025907778,5.5556e-05,0.003246667,0.000568333,0.189521111
2014-01-04 09:30:00,0.0,0.418669444,0.001429444,0.025992778,0.073399444,0.003798333,0.00084,0.418669444
2014-01-04 10:00:00,0.0,0.483413333,0.000817778,0.395131667,0.000383333,0.003518889,0.000467778,0.483413333
2014-01-04 10:30:00,0.0,0.540737222,0.000668889,0.435946667,0.085469444,0.003479444,0.000131667,0.540737222
2014-01-04 11:00:00,0.0,0.543619444,0.000492222,0.583351667,0.000548889,0.003593889,0.000207778,0.543619444
2014-01-04 11:30:00,0.0,0.508668889,0.000651667,0.489242222,0.013982778,0.003560556,3.9444e-05,0.508668889
2014-01-04 12:00:00,0.0,0.456261111,0.000533333,0.410608333,0.119198889,0.003484444,0.000111667,0.456261111
2014-01-04 12:30:00,0.0,0.420963889,7.5e-05,0.717095,0.000554444,0.003587222,0.00071,0.420963889
2014-01-04 13:00:00,0.0,0.397903333,0.000157778,0.648601667,0.000485,0.003582222,0.000341111,0.397903333
2014-01-04 13:30:00,0.0,0.347013889,0.000157222,0.572081667,0.000452778,0.003532778,0.000382222,0.347013889
2014-01-04 14:00:00,0.0,0.262918889,0.000832222,0.080355,0.074711111,0.330140556,0.000111111,0.262918889
2014-01-04 14:30:00,0.0,0.167507778,0.001023889,0.026122222,5.1667e-05,0.003244444,0.000167778,0.167507778
2014-01-04 15:00:00,0.0,0.101013333,0.000873889,0.026201667,7.778e-06,0.003411667,0.001087222,0.101013333
2014-01-04 15:30:00,0.0,0.044416667,0.000362222,0.407073889,0.000302222,0.003476111,6.1111e-05,0.044416667
2014-01-04 16:00:00,0.0,0.006411111,8.2778e-05,0.616873889,0.000390556,0.003482222,0.00059,0.006411111
2014-01-04 16:30:00,0.0,0.004456111,0.000309444,0.530848333,0.074957222,0.043492222,0.00035,0.004456111
2014-01-04 17:00:00,0.0,0.004141667,2.1111e-05,0.601804444,0.190300556,0.003941667,0.002290556,0.004141667
2014-01-04 17:30:00,0.0,0.004029444,0.000883889,0.119531667,0.070469444,0.003687222,0.003018889,0.004029444
2014-01-04 18:00:00,0.0,0.004439444,0.001062222,0.051406111,3.8889e-05,0.012295556,0.001291111,0.004439444
2014-01-04 18:30:00,0.0,0.004586111,0.001077778,0.049408889,2.1667e-05,0.003193333,0.000253889,0.004586111
2014-01-04 19:00:00,0.0,0.004608333,0.001046667,0.031836111,1.0556e-05,0.003148333,0.000104444,0.004608333
2014-01-04 19:30:00,0.0,0.004577222,0.001086667,0.056853889,3.0556e-05,0.003188889,0.000298889,0.004577222
2014-01-04 20:00:00,0.0,0.004553333,0.001028889,0.026828889,1.7222e-05,0.00318,0.000143889,0.004553333
2014-01-04 20:30:00,0.0,0.004566667,0.001037222,0.026909444,1.2222e-05,0.003195556,0.000157778,0.004566667
2014-01-04 21:00:00,0.0,0.004565556,0.001041111,0.026994444,1.1667e-05,0.003211111,0.000158333,0.004565556
2014-01-04 21:30:00,0.0,0.004608333,0.001046111,0.028077222,3.333e-06,0.00317,9.7222e-05,0.004608333
2014-01-04 22:00:00,0.0,0.004546667,0.001072222,0.048211111,1.6111e-05,0.003215,0.000293889,0.004546667
2014-01-04 22:30:00,0.0,0.004358889,0.004177222,0.048796667,0.076235556,0.044269444,0.000518889,0.004358889
2014-01-04 23:00:00,0.0,0.004443889,0.007638889,0.027107222,0.071558333,0.003361667,0.000568333,0.004443889
2014-01-04 23:30:00,0.0,0.004499444,0.00433,0.027099444,3.333e-06,0.003279444,0.00036,0.004499444
2014-01-05 00:00:00,0.0,0.004477222,0.001718333,0.026968889,1.2222e-05,0.003225,0.000403889,0.004477222
2014-01-05 00:30:00,0.0,0.004551667,0.001425,0.027007222,8.889e-06,0.003228333,0.000182778,0.004551667
2014-01-05 01:00:00,0.0,0.004546667,0.001498889,0.02706,1.2222e-05,0.003239444,0.000185,0.004546667
2014-01-05 01:30:00,0.0,0.004545,0.001443333,0.027130556,1.6111e-05,0.003245,0.000191667,0.004545
2014-01-05 02:00:00,0.0,0.004543333,0.001427778,0.027059444,1.6667e-05,0.003237778,0.000178333,0.004543333
2014-01-05 02:30:00,0.0,0.004537778,0.001501111,0.027077778,1.3333e-05,0.003245,0.000187778,0.004537778
2014-01-05 03:00:00,0.0,0.00456,0.001405556,0.026975,5.56e-07,0.003183333,9.1111e-05,0.00456
2014-01-05 03:30:00,0.0,0.004531111,0.001444444,0.027130556,1.6667e-05,0.003245,0.000192222,0.004531111
2014-01-05 04:00:00,0.0,0.004533333,0.001485556,0.027067222,1.1667e-05,0.003238889,0.000200556,0.004533333
2014-01-05 04:30:00,0.0,0.004517778,0.001549444,0.049146111,2.0556e-05,0.003229444,0.000297778,0.004517778
2014-01-05 05:00:00,0.0,0.004521111,0.001458333,0.042900556,8.889e-06,0.003223889,0.000245,0.004521111
2014-01-05 05:30:00,0.0,0.004539444,0.00145,0.033097222,7.222e-06,0.003163333,0.000123889,0.004539444
2014-01-05 06:00:00,0.0,0.004536111,0.001495556,0.027027222,1.2222e-05,0.003233333,0.000183889,0.004536111
2014-01-05 06:30:00,0.0,0.004575,0.001463333,0.027208333,1.1667e-05,0.003262222,0.000196111,0.004575
2014-01-05 07:00:00,0.0,0.004137778,0.001432778,0.027099444,1.7778e-05,0.003268333,0.000184444,0.004137778
2014-01-05 07:30:00,0.0,0.002831667,0.136112778,0.025933333,2.778e-06,0.00328,8.5e-05,0.002831667
2014-01-05 08:00:00,0.0,0.018665,0.309854444,0.025380556,0.087463889,0.071812778,2.8333e-05,0.018665
2014-01-05 08:30:00,0.0,0.045027778,0.083535,0.026107222,2.3889e-05,0.003300556,0.000282222,0.045027778
2014-01-05 09:00:00,0.0,0.172248333,0.001544444,0.026288333,0.075629444,0.003315556,0.000421667,0.172248333
2014-01-05 09:30:00,0.0,0.396835556,0.001550556,0.026273333,0.075649444,0.056911667,0.000532778,0.396835556
2014-01-05 10:00:00,0.0,0.460321667,0.001641667,0.166803333,9.9444e-05,0.003363333,0.000853333,0.460321667
2014-01-05 10:30:00,0.0,0.506080556,0.001457222,0.57397,7e-05,0.003402222,0.002064444,0.506080556
2014-01-05 11:00:00,0.0,0.508773333,0.001021111,0.311612222,0.000343889,0.003501111,0.000335,0.508773333
2014-01-05 11:30:00,0.0,0.274722222,0.000802778,0.396603333,0.231900556,0.003562778,9.1667e-05,0.274722222
2014-01-05 12:00:00,0.0,0.386052222,0.000877778,0.404083333,0.144166111,0.003443333,0.000368333,0.386052222
2014-01-05 12:30:00,0.0,0.372966111,0.00164,1.530062222,0.054607778,0.221515556,0.00488,0.372966111
2014-01-05 13:00:00,0.0,0.304478333,0.001289444,0.228305,0.137322222,0.266553333,0.012362778,0.304478333
2014-01-05 13:30:00,0.0,0.234737222,0.001193333,0.0272,0.132595556,0.003387222,0.015025556,0.234737222
2014-01-05 14:00:00,0.0,0.103290556,0.001072778,0.026501667,4.3333e-05,0.003345,0.00087,0.103290556
2014-01-05 14:30:00,0.0,0.068543889,0.000640556,0.287714444,0.000233889,0.003493333,0.000398889,0.068543889
2014-01-05 15:00:00,0.0,0.017485556,0.000545,0.545702778,0.000292778,0.003574444,0.011731111,0.017485556
2014-01-05 15:30:00,0.0,0.008336667,0.000836111,0.766745556,9.5e-05,0.003526111,0.054025,0.008336667
2014-01-05 16:00:00,0.0,0.003365556,0.000415,0.817811667,0.075458333,0.003606111,0.027985,0.003365556
2014-01-05 16:30:00,0.0,0.004616111,0.000389444,0.864016111,0.000249444,0.003571667,0.001443333,0.004616111
2014-01-05 17:00:00,0.0,0.004534444,0.000631667,0.445355,0.000295556,0.003251667,0.0363,0.004534444
2014-01-05 17:30:00,0.0,0.004633333,0.000288333,0.588933333,0.000415556,0.003315556,0.001538333,0.004633333
2014-01-05 18:00:00,0.0,0.004124444,0.000726111,0.216656111,0.171497222,0.003554444,0.001912778,0.004124444
2014-01-05 18:30:00,0.0,0.003742778,0.030967778,0.067566111,0.073085,0.177581111,0.012245556,0.003742778
2014-01-05 19:00:00,0.0,0.003976111,0.108380556,0.057888889,0.089585,0.029617222,0.013072778,0.003976111
2014-01-05 19:30:00,0.0,0.003986667,0.112921111,0.061441667,0.069245556,0.028839444,0.024068889,0.003986667
2014-01-05 20:00:00,0.0,0.003976667,0.113351111,0.036323889,4.2778e-05,0.003556667,0.055231111,0.003976667
